solve_id,Solve
16708,ถอนโปรแกรม+ลงโปรแกรมระบบ HJ ใหม่+คืนข้อมูลเรียบร้อย (RICCO)
16709,ถอนโปรแกรมเรียบร้อย
16710,ถอนโปรแกรมเรียบร้อย สำรองข้อมูลไว้ที่แฟลสไดร์ลูกค้า
16711,"""ถอนโปรแกรมไปแล้ววันที่ 31/5/2564 ///31/5/2564"
16712,ถอนโปรแกรมตามที่คุณยอดชาย แจ้งไม่ต่อสัญญาทาง Email มา 11/11/2560
16713,ถ้า 1 ห้องมีมิเตอร์มากกว่า 1 มิเตอร์ ต้องเพิ่มรหัสตามจำนวนมิเตอร์ที่ห้องนั้นมี แต่หากห้องไหนคิดอัตราแต่ต่างจากห้องอื่น ให้กำหนดราคาที่รายการค่าใช้จ่ายหลัก
16714,ถ้า Cancel ใบเสร็จปี 2566 ยังอยู่จะยังเข้าโปรแกรมไม่ได้ จำเป็นต้องลบออกและเพิ่มให้ถูกต้อง
16715,ถ้า Esc หรือ Cancel ไม่ออก แนะนำให้ปิดโปรแกรมแล้ว > เข้าใหม่ > Reindex
16716,ถ้า F10 แล้วจะเลือกใหม่ไม่ได้ ให้ Cancel แล้วออกใบใหม่
16717,ถ้า F8 จะขึ้นให้เลือกเครื่องปริ้นท์ แต่ถ้า F7 จะเลือกเครื่องปริ้นท์ไม่ได้
16718,ถ้า F9 คำอธิบายฯ จะไม่ออกมา แนะนำให้ลองใช้รายงานการรับเงินตามบุคคล ถึงแม้คำอธิบายฯ จะไม่ออกมาเหมือนกัน แต่มี Period เลขที่ใบแจ้งหนี้ให้
16719,ถ้า F9 รายงานใบเสร็จจะไม่มีวันที่โอนดึงมาให้ แต่ถ้าปริ้นท์ฟอร์ม 2 จะมีวันที่โอนแต่ F9 ไม่ได้ แนะนำให้ลองใช้รายงานรับเงินตามบุคคล
16720,ถ้า Keyboard มีปุ่ม FN ให้กด FN+F...
16721,ถ้า Keyboard มีปุ่ม FN ให้กด FN+F10
16722,ถ้า Keyboard มีปุ่ม FN ต้องกด FN+F1-F12
16723,ถ้า Reindex ใหม่แล้วยังประมวลผลฯ ไม่ได้ ให้ออกจากโปรแกรมและ Reindex+ประมวลผลฯ ใหม่
16724,ถ้า Rename ไฟล์เดิมหรือ Move ไฟล์เดิมเข้า Folder อื่น จะมีไฟล์ใหม่ขึ้น
16725,ถ้า Rxพื้นที่แล้วยอดไม่ตรง สามารถบันทึกยอดทีละห้องได้
16726,ถ้า User ระดับ 3 จะมีเมนูขึ้น
16727,ถ้าเข้าไปที่นิติฯ แล้ว จะแจ้งเข้ามาให้เพิ่ม User
16728,ถ้าเครื่องใหม่มาแล้วจะติดต่อกลับมาอีกครั้ง ||| จะติดตั้งโปรแกรม HJ-GL ใหม่ มี 2 ทะเบียน บ้านปิ่นเกล้า เฟส 1 (BPR1) และ โกลเด้น เฮอริเทจ เฟส 2 (BPR2)
16729,ถ้าเครื่องซ่อมเสร็จแล้วให้ช่างเอาข้อมูลวางไว้ที่เดิม
16730,ถ้าเครื่องปริ้นท์ปริ้นท์ออกมาไม่เหมือนกับภาพที่ใส่ไว้ น่าจะมีปัญหาที่เครื่องปริ้นท์
16731,ถ้าเครื่องมีปัญหาให้ช่างดูก่อน และหากต้องลง Windows ใหม่ ให้ Backup ข้อมูลไว้ก่อน
16732,ถ้าเดือน/ปี ที่ระบุในใบเสร็จตรงกับใบแจ้งหนี้จะตัดให้
16733,ถ้าเป็น QR Code เลขที่บัญชีโอนเงินใส่ได้
16734,ถ้าเป็น User ระดับ 1 ให้แจ้ง User ระดับ 3 ดำเนินการให้ หรือหากไม่มีใครทราบรหัสเข้าอยู่แล้วจะไม่มีใครเข้ารหัสนั้นได้ หรือหากต้องการเปลี่ยนรหัสผ่านสามารถทำได้เช่นกัน
16735,ถ้าเป็นแบบ Thai QR Code ที่เป็นบัญชีโอนเงินสามารถใส่ได้
16736,ถ้าเป็นไซท์ของทรูฯ ที่เช่า/ซื้อในนามทรูฯ ให้ Email แจ้งเข้ามาก่อนเรื่องต้องการให้แก้ไขชำระโดยได้
16737,ถ้าเป็นยอดแบ่งจ่ายจะไม่ขึ้น หรือใบแจ้งหนี้ไม่ได้ใส่ไว้
16738,ถ้าเปลี่ยนเดือน/ปีหน้าใบเสร็จจะทำให้ไม่ตัดหนี้
16739,ถ้าเปลี่ยนเลขที่ใบเสร็จและ F10 แล้ว และเลขที่นั้นเป็นเลขที่ล่าสุดกว่าเลขที่ที่ใช้อยู่ เลขที่นั้นจะกลายเป็นเลขที่ล่าสุด ให้เข้าไปเปลี่ยนเลขที่ล่าสุดที่ข้อกำหนดฯ
16740,ถ้าเปลี่ยนชื่อเจ้าของใหม่โดยแก้ไขชื่อในรหัสเดิมข้อมูลก่อนหน้าเปลี่ยนชื่อจะอยู่ในชื่อเจ้าของใหม่ทั้งหมด
16741,ถ้าเปลี่ยนรหัสลูกค้าเป็นรหัสอื่น เช่น D1012013 หรือ D101201A หน้าใบเสร็จจะขึ้นยอดให้ตัดหนี้ปกติ
16742,ถ้าเพิ่มเป็นข้อความรวมๆ ได้ แต่คำนวณเลยอาจจะไม่ได้ ควรคุยให้แน่ใจ่ก่อน
16743,ถ้าเพิ่มฟอร์มสามารถเพิ่มได้ และรายงานการรับเงินก็จะโชว์ใบเสร็จนั้นๆด้วย แนะนำให้ปรึกษาบัญชีที่ Head อีกทีด้วยว่าทางบัญชีสามารถทำได้หรือเปล่า
16744,ถ้าเพิ่มย้อนวันที่เลขที่จะไม่เรียง อาจจะเพิ่มเป็นวันนี้ แล้ว Note ว่าเพิ่มเติมของวันที่ 28 ส่วนใบนำส่งฯ อาจจะปริ้นท์แยก
16745,ถ้าเมื่อเดือน 4 มียอดค้างใบแจ้งหนี้ 04/2021 ขึ้นให้ตัดหนี้น่าจะไม่ได้ประมวลผลหลังจากทำใบแจ้งหนี้
16746,ถ้าแก้เดือนจะทำให้ใบแจ้งหนี้กับใบเสร็จเดือนไม่ตรงกัน
16747,ถ้าแก้ใบเสร็จต้องใช้ User ระดับ 3 ถ้าไม่มี User ระดับ 3 ให้ Cancel ใบเสร็จแล้วออกใหม่ และใช้หมายเหตุ
16748,ถ้าแก้ไขชื่อรายการรายรับจะมีผลกลับของเก่าด้วย
16749,ถ้าแก้ยอด GL ปี 65 ต้องปิด CV ปี 65-66 ใหม่
16750,ถ้าแจ้งหนี้เพิ่มให้ใช้งวด 2
16751,ถ้าแจ้งหนี้ใน 1 เดือนใช้ไป 9 งวดแล้วสามารถใช้ A-Z ได้
16752,ถ้าแยกข้อความสามารถใช้แบบฟอร์ม 2 แบบได้
16753,ถ้าแยกรหัสค่าปรับคนละรหัส จะมี 1 รหัสต้องคำนวณยอดนอกโปรแกรมและคีย์ยอดที่บันทึกประจำงวดอื่นๆ
16754,ถ้าใช้ Mouse แนะให้ให้กดกากบาทปิดแล้วเลือกชำระโดย
16755,ถ้าใช้ Windows ตั้งแต่ Win'7 ขึ้นไป เวลา F7 ดูตัวอย่างจอภาพ ตัวหนังสือจะไม่สม่ำเสมอ แต่ปริ้นท์จะปกติ
16756,ถ้าใช้เครื่องปริ้นท์หัวเข็มแนะนำให้ลองปริ้นท์ใส่กระดาษ ด้วยขนาด QR Code ที่จะใส่ฟอร์มจริง แล้วลอง Scan ดูก่อน ถ้า Scan ได้ก็สามารถใส่ในฟอร์มได้
16757,ถ้าใช้แนวตั้งจำเป็นต้องเอาค่าไฟฟ้าใส่ใน 1 ใน 5 ช่องมี่ใส่อยู่แล้ว แต่ถ้าใช้แนวนอนสามารถใส่เพิ่มได้ -- ลูกค้าเลือกใช้แนวนอน
16758,ถ้าใช้โปรแกรมเครื่องที่ 2 ผ่าน Lan จะมีค่าใช้จ่ายเพิ่มเติม เป็นค่าสิทธิ์การใช้เพิ่มเติม โดยนิติฯ ต้องเซ็ต Lan ให้เห็นกันก่อน และทั้ง 2 เครื่องต้องเป็น Windows เดียวกัน
16759,ถ้าใช้กระดาษ A5 แล้วต้องการปริ้นท์ต้นฉบับ และสำเนา ต้องทำฟอร์มแบบ 1 และ 2 เวลาปริ้นท์จะปริ้นท์ 2 ครั้ง
16760,ถ้าใช้การ F3 แก้ไขชื่อ ประวัติคนเก่าจะเป็นของคนใหม่ด้วย
16761,ถ้าใช้การเปลี่ยนระบบภาษาของโปรแกรมจะเปลี่ยนทุกทะเบียน ถ้าต้องการบางทะเบียน ต้องใช้การใส่ชื่อภาษาอังกฤษที่ช่องภาษาไทย
16762,ถ้าใช้งวดถึง 9 งวดแล้ว สามารถใช้ A-Z ได้
16763,ถ้าใช้บันทึกค่าปรับหนี้ค้างชำระจะคิดรวมมา ถ้าต้องการแยกจริงๆ ต้องคำนวณนอกโปรแกรมแล้วคีย์เข้า และแยกรหัสค่าปรับเป็น 2 รหัส
16764,ถ้าใช้ผ่าน Lan แนะนำให้ใช้ Windows เดียวกัน
16765,ถ้าใช้รหัสผ่านเป็นตัวอักษรให้ใช้ตัวใหญ่
16766,ถ้าใบเสร็จจ่ายล่วงหน้าไม่ตัดใบแจ้งหนี้สามารถทำ CN ได้
16767,ถ้าใบแจ้งหนี้ส่งลูกค้าไปหมดแล้ว ควรทำเป็นประกาศดีกว่า เพื่อไม่ต้องปริ้นท์ใหม่ และส่งซ้ำอีก
16768,ถ้าใส่ QR Code เลขที่บัญชีโอนเงินในใบแจ้งหนี้ใส่ได้
16769,ถ้าใส่มิเตอร์ใหม่แล้วให้ลบมิเตอร์ใหม่ก่อน แล้วแก้มิเตอร์เก่า
16770,ถ้าใส่อัตรา + จำนวนยอดจะคำนวณมาอัตโนมัติ ให้ใส่ช่องเป็นเงินอย่างเดียว
16771,ถ้าให้ Softbiz ย้ายโปรแกรมให้ส่งหนังสือแจ้งเข้ามาก่อน
16772,ถ้าให้เป็นประวัติเดียวกันต้องใช้รหัสห้องเดิม
16773,ถ้าให้เลขมิเตอร์ขึ้นให้คีย์บันทึกมิเตอร์น้ำแล้วผ่านรายการ ถ้าคีย์ใบแจ้งหนี้ทีละใบจะไม่ขึ้น
16774,ถ้าได้เครื่องใหม่แล้วจะติดต่อกลับมาแจ้งอีกครั้ง
16775,ถ้าได้แบบฟอร์มมาแล้วให้ Email ตัวอย่างให้ได้เลย
16776,ถ้าได้รูปแล้วจะแจ้งให้ใส่ QR Code อีกที
16777,ถ้าไม่ได้บันทึกยอดยกมาจะไม่ขึ้น
16778,ถ้าไม่คีย์ย้อนหลังเพิ่มเข้าไป สามารถเพิ่มใบเสร็จใหม่ เลือกชำระโดยเป็นอื่นๆ และหมายเหตุเพิ่มเติมได้
16779,ถ้าไม่ต้องการแจ้งหนี้ค่าปรับให้ข้ามการบันทึกค่าปรับไป
16780,ถ้าไม่ต้องการโชว์ยอดยกมาสามารถข้ามการบันทึกยอดยกมาได้
16781,ถ้าไม่ต้องการโชว์ยอดยกมาสามารถข้ามขั้นตอนการบันทึกยอดยกมาได้
16782,ถ้าไม่ต้องการให้โชว์ยอดยกมาบางรายการ ต้องตั้งค่าที่ทะเบียนประเภทรายรับก่อนการทำใบแจ้งหนี้
16783,ถ้าไม่ต้องการทำใบแจ้งหนี้ใหม่สามารถทำ CN ห้องที่แจ้งค่าปรับเกินได้
16784,ถ้าไม่ต้องการลบใบแจ้งหนี้ทุกห้องให้ลบที่ละห้อง
16785,ถ้าไม่มีแผ่น Driver หรือไม่สามารถ Download ได้แนะนำให้ติดต่อเจ้าหน้าที่ของเครื่องปริ้นท์ที่ใช้อยู่
16786,ถ้าไม่มีใน Recycle Bin อาจจะเป็นการ Move แต่ถ้าหาไม่เจอจริง ให้หาไฟล์สำรองข้อมูลล่าสุดมาคืน และมีการเพิ่มข้อมูลหลังจากสำรองไฟล์ข้อมูลนั้นให้เพิ่มข้อมูลต่อจากที่มีอยู่
16787,ถ้าไม่มีการคีย์มิเตอร์จะไม่มีประวัติของห้องนั้น
16788,ถ้าไม่มีการบันทึกค่าปรับ จะไม่ขึ้นให้ ต้องลบใบแจ้งหนี้แล้วบันทึกเพิ่มและผ่านรายการใหม่ -- ลูกค้าไม่ต้องการลบเนื่องจากบางห้องชำระมาแล้ว แต่ต้องการแจ้งค่าปรับ 1 ห้อง ลูกค้าสามารถเพิ่มรายการค่าปรับในใบแจ้งหนี้ได้
16789,ถ้าไม่มีข้อมูลเลย การลงโปรแกรมใหม่จะเป็นโปรแกรมเปล่า แนะนำลองกู้ข้อมูลก่อน
16790,ถ้าไม่ออก CN หรือ ใบเสร็จตัดหนี้ยอดจะยังค้างชำระอยู่
16791,ถ้าก่อนลบไม่ได้สำรองข้อมูล สามารถคีย์กลับเข้าไปใหม่ได้
16792,ถ้าการบันค่าปรับตอนบันทึกใช้เมนูบันทึกค่าปรับหนี้ค้างชำระอาจจะใส่วันที่ผิด (นิติฯ ไม่ได้บันทึกเอง สนญ.บันทึกให้ แนะนำให้ลองถามทางสนญ.ก่อนว่าใช้การบันทึกจากโปรแกรมหรือคำนวณข้างนอกแล้วกรอกเข้าไป ถ้าใช้โปรแกรมคำนวณอาจจะใส่วันที่ผิดตอนบันทึก)
16793,ถ้ากู้ข้อมูลได้ให้ลองเปิด Softbiz ดูก่อนว่าสามารถใช้งานได้หรือเปล่า
16794,ถ้าข้อความยาวต้องใส่ที่หน้ารายงานโดยตรง ซึ่งต้องใช้รหัสระดับ 3
16795,ถ้าข้อมูลใช้ไม่ได้ จะมีข้อมูลเท่าที่ Backup แยกไว้อีก Drive ที่ไม่ update และต้องใส่ข้อมูลเพิ่มถึงปัจจุบัน
16796,ถ้าคนละห้องสามารถทำได้
16797,ถ้าคำนวนค่าปรับโดยใช้เมนูบันทึกค่าปรับหนี้ค้างชำระจะใช้รหัสเดียว และยอดจะรวมกันมาเรียบร้อยแล้ว
16798,ถ้าคิดตามพรบ.ฯ จะคิด 12% กับ 20% (ลูกค้าไม่สะดวก remote)
16799,ถ้าคีย์ 1 ใบโดยใช้รหัสเดียวหลายบรรทัด F10 แล้วจะเหลือ 1 บรรทัด
16800,ถ้าคีย์ห้องเดียวสามารถคีย์ที่บันทึกใบแจ้งค่าใช้จ่ายได้
16801,ถ้าคืนข้อมูลสามารถคืนได้ แต่ต้องคีย์ใบเสร็จที่มีหลังวันที่ และเวลาของไฟล์สำรองข้อมูลนั้นเข้าไปเช่นกัน และอาจจต้องทำใบแจ้งหนี้หนี้เข้าไปใหม่หากมีการเพิ่มใบแจ้งหนี้ช่วงที่มีการลบใบเสร็จ -- ถ้าให้แนะนำ แนะนำให้คีย์ใบเสร็จที่ลบไปเข้าไปใหม่
16802,ถ้าคุณบีเข้ามาแล้วจะติดต่อกลับมา
16803,ถ้าจอเลือก Property ของเครื่องปริ้นท์เตอร์ก่อนการปริ้นท์ ให้ใช้ F8 ถ้าอยู่ใน F7 แล้วสั่งปริ้นท์ จะปริ้นท์เลย
16804,ถ้าจะเปลี่ยนเครื่องลูก ต้องใช้ Windows เดียวกับเครื่องแม่และเครื่องลูกอื่นๆ
16805,ถ้าจะเปลี่ยนวันที่ใบแจ้งหนี้ต้องลบใบแจ้งหนี้ แล้วผ่านรายการฯ ใหม่
16806,ถ้าจะเปลี่ยนวันที่ใบแจ้งหนี้ต้องลบทั้งชุดแล้วผ่านรายการฯ ใหม่
16807,ถ้าจะเพิ่มรหัสระดับ 3 ให้ส่งหนังสือแจ้งเข้ามาก่อน
16808,ถ้าจะแก้ประเภทการชำระต้อง Cancel ใบเสร็จแล้วออกใหม่ แต่ถ้าระบุเดือนตรงกับใบแจ้งหนี้แล้วจะตัดหนี้ให้
16809,ถ้าจะแจ้งหนี้โดยให้กำหนดชำระเงิน 90 วัน สามารถกำหนดตอนผ่านรายการฯ ได้เลย
16810,ถ้าจะใช้ softbiz จากที่บ้านวิธีที่พอจะทำได้ 1. ยก computer ทั้งเครื่องไปถ้าโปรแกรมลงไว้ที่เครื่อง PC ไม่ใช่ Server |2. Teamฯ หรือ Anydesk เข้ามา การปริ้นท์สามารถปริ้นท์ PDF แล้ว email หรือ line ให้ลูกค้า
16811,ถ้าจะให้ค่าปรับเริ่มคิด 01/08/2021 ให้เปลี่ยนกำหนดชำระเป็น 31/07/2021 ที่คำอธิบายรายการฯ
16812,ถ้าจะใหัตัดให้ถูกต้องต้องแก้ใบเสร็จรับเงิน ซึ่งลูกค้าแจ้งว่าข้อมูลที่มีปัญหาเป็นข้อมูลก่อนเข้าบริหาร เข้าไปแก้ไม่ได้ -- แนะนำให้คุยกับนิติฯ ก่อน ถ้าไม่แก้ใบเสร็จยอดค้างจะไม่ถูกต้อง
16813,ถ้าจะไม่แจ้งหนี้ค่าปรับ ไม่ต้องบันทึกค่าปรับ
16814,ถ้าจะขอระดับ3 ทำหนังสือให้กรรมการเซ็น พร้อมหนังสือแต่งตั้งส่งมาก่อน
16815,ถ้าจะทำได้จะเป็นการ Lock ระดับ User ที่จะเห็นเมนูสำรองข้อมูลโดยให้ User ระดับ 3 เห็น ซึ่งควรมีรหัสของ Acute เท่านั้นที่เป็นระดับ 3 และต้อง Lock เมนูประมวลผลฯ ด้วย เนื่องจากประมวลฯ แล้วจะสำรองฯอัตโนมัติ แนะนำให้ Email แจ้งเข้ามาก่อนถ้าต้องการทำ
16816,ถ้าจะปริ้นท์เป็น PDF ติดตั้งโปรแกรมสำหรับปริ้นท์ PDF ก่อน
16817,ถ้าจะปลี่ยนวันที่ต้องลบใบแจ้งหนี้แล้วผ่านรายการฯ ใหม่
16818,ถ้าจะลบรหัสระดับ 3 ให้ส่งหนังสือแจ้งเข้ามาก่อน
16819,ถ้าจะส่งไฟล์ให้บัญชีสามารถใช้ไฟล์วันที่ 16/5/2566 เวลา 9.02 ได้ เนื่องจากเป็นช่วงเวลาที่ยังไม่ได้เพิ่มใบเสร็จ ใบเสร็จที่เพิ่มไป 1 ใบเพิ่มเวลา 9.31
16820,ถ้าจำไม่ได้ให้ทำหนังสือส่งเข้ามาก่อน 1. ถ้าจำชื่อ User ได้ แต่จำรหัสผ่านไม่ได้ ให้แจ้งชื่อรหัส แล้วระบุขอดูรหัสผ่าน |2. ถ้าจำไม่ได้ทั้งชื่อ User และรหัสผ่านให้แจ้งตั้งรหัสใหม่
16821,ถ้าช่วงที่ดูห้องที่ 1 ไม่เป็น New จะขึ้น Old แต่ถ้าขึ้น New จะขึ้น New ทุกห้องซึ่งไม่มีผลกับยอดที่จะแจ้งหนี้
16822,ถ้าดูตามลูกค้าที่อื่นที่ใช้กันส่วนมากจะใช้ Epson LQ 310
16823,ถ้าดูที่ตรวจสอบการแก้ไขใบเสร็จจะมีการเพิ่มของห้อง 17/36 ก่อน และมีการลบใบเสร็จ B1-0373782 หลังจากนั้นมีการเพิ่ม B1-0373781
16824,ถ้าดูรายงานเคลื่อนไหวฯ จะเห็นว่ามีการแจ้งหนี้ค่าน้ำ 08/2016 2 ใบ และมีการออกใบเสร็จ และใบลดหนี้ตัดยอดแล้วแต่ใบเสร็จ และใบลดหนี้ไปตัดใบแจ้งหนี้ให้ใบเดียว ถ้าจะแก้ต้องใช้รหัสระดับ 3 แก้ใบเสร็จ
16825,ถ้าดูรายงานลูกหนี้ค้างชำระรายบุคคลให้กำหนดช่วงวันที่ใบแจ้งหนี้ด้วย โดยให้นัดย้อนใบแจ้งหนี้ไป 2 เดือน เช่นใบแจ้งหนี้ล่าสุดคือ เดือน 6 ให้ตัดใบแจ้งหนี้เดือน 5 และ 6 ให้ใส่วันที่ใบแจ้งหนี้ถึงช่วงวันที่ใบแจ้งหนี้ของเดือน 4
16826,ถ้าดูรายงานสรุปการแจ้งหนี้ประจำงวดที่งวด 2 ยอดจะไม่ตรง แต่ถ้าลบช่องงวดออกยอดจะตรง แสดงว่ามีการทำใบแจ้งหนี้นอกจากงวด 2 ไว้
16827,ถ้าดูหนี้ค้างโดยกำหนดวันที่ย้อนหลัง ซึงวันที่หลังจากจากวันที่กำหนดมีการชำระมาแล้ว หนี้ค้างจะโชว์ขึ้นมา
16828,ถ้าต้องการ Post ใบแจ้งหนี้ เข้า GL ให้ Post AR ใบเสร็จให้ Post MR
16829,ถ้าต้องการเก็บเป็นไฟล์ แนะนำให้ปริ้นท์เป็น PDF
16830,ถ้าต้องการเปลี่ยน Due date ต้องลบใบแจ้งหนี้แล้วผ่านรายการฯ ใหม่
16831,ถ้าต้องการเปลี่ยนเลขที่ใบแจ้งหนี้ ต้องลบใบแจ้งหนี้แล้วทำใหม่
16832,ถ้าต้องการเปลี่ยนเลขที่ใบแจ้งหนี้ ต้องลบใบแจ้งหนี้ทั้งชุดและผ่านรายการฯ ใหม่
16833,ถ้าต้องการเปลี่ยนเลขที่ใบแจ้งหนี้ต้องลบและผ่านรายการฯ ใหม่
16834,ถ้าต้องการเปลี่ยนเลขที่ใบแจ้งหนี้ต้องลบใบแจ้งหนี้แล้วทำใหม่
16835,ถ้าต้องการเปลี่ยนเลขที่ใบแจ้งหนี้ต้องลบใบแจ้งหนี้แล้วผ่านรายการฯ ใหม่
16836,ถ้าต้องการเปลี่ยนวันที่ใบแจ้งหนี้ให้ลบใบแจ้งหนี้แล้วผ่านรายการฯ ใหม่
16837,ถ้าต้องการเปลี่ยนวันที่ใบแจ้งหนี้ต้องลบใบแจ้งหนี้แล้วเพิ่มใบแจ้งหนี้ใหม่
16838,ถ้าต้องการเพิ่ม User ระดับ 3 และกำหนดสิทธิ์ User ให้ส่งหนังสือแจ้ง โดยให้กรรมการฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16839,ถ้าต้องการเพิ่ม User ระดับ 3 ให้ส่งหนังสือแจ้ง โดยให้กรรมการฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16840,ถ้าต้องการเพิ่ม/ลบ User ระดับ 3 ให้ส่งหนังสือแจ้ง โดยให้กรรมการฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16841,ถ้าต้องการเลือก หัก ณ ที่จ่าย หรือออกให้ตลอดไป สามารถปริ้นท์แล้วติ๊กเองได้
16842,ถ้าต้องการเลือกเครื่องปริ้นท์ให้ใช้ F8
16843,ถ้าต้องการเอาออกสามารถทำ CN หรือ ลบออก แต่การลบออกถ้าลบ -- ลูกค้าเลือกทำ CN
16844,ถ้าต้องการแก้เรื่องใบเสร็จตัดสลับใบแจ้งหนี้ หรือ Cancel ใบเสร็จ ต้องใช้ User ระดับ 3
16845,ถ้าต้องการแก้ไขทั้งหมด จำเป็นต้อง Import ข้อหนี้ค้างใหม่ และออกใบเสร็จใหม่ ให้ทำหนังสือแจ้งเข้ามาก่อน โดยขอให้ผู้เซ็นต์อนุมัติหนังสือเป็นผู้จัดการนิติฯ และ กรรมการฯ 1 ท่าน
16846,ถ้าต้องการแยกใบแจ้งหนี้ให้มีเฉพาะยอดยกมา 1 ใบ และยอดปัจจุบันสามารถทำได้ แนะนะทำใบแจ้งหนี้ยอดยกมาเป็นงวด 1 แล้วค่อยทำใบแจ้งหนี้ปัจจุบันงวด 2
16847,ถ้าต้องการแยกต้องเพิ่มรหัสขึ้นมา และกำหนดรายการค่าใช้จ่ายหลัก
16848,ถ้าต้องการแยกบรรทัดให้ตั้งรหัสเพิ่มเพื่อแยกรหัสกัน
16849,ถ้าต้องการแยกรหัสห้องสามารถแยกได้ ขึ้นอยู่กับนิติฯ เลือกใช้งานวิธีไหน แต่ข้อมูลที่มีการเพิ่มไปแล้วยกมาที่รหัสใหม่ได้ ถ้าต้องการให้มีข้อมูลเดิมจริงๆ ต้องลบใบแจ้งหนี้แล้วคีย์ใหม่ที่รหัสใหม่ --- ลูกค้าแจ้งว่าจะให้บัญชีติดต่อเข้ามาอีกครั้ง
16850,ถ้าต้องการโชว์เลขที่มิเตอร์ของแต่ละเดือนต้องแยกรหัสเป็น 2 รหัส ซึ่งเวลาคีย์เลขมิเตอร์ต้องคีย์ทั้งช่องมิเตอร์เก่า และมิเตอร์ใหม่ทั้ง 2 รหัสทุกครั้ง ลูกค้ายืนยันให้ตั้งรหัสเพิ่มและยินดีคีย์มิเตอร์เก่า และมิเตอร์ใหม่ทั้ง 2 รหัสทุกครั้ง
16851,ถ้าต้องการโชว์พื้นที่บ้านสามารถดึงตัวแปรโชว์ได้
16852,ถ้าต้องการใช้เครื่องที่ 2 ผ่าน LAN จะมีค่าสิทธิ์การใช้โปรแกรมเพิ่มเติมบนระบบ LAN (ลูกค้าเข้าใจว่าไม่มีค่าใช้จ่าย)
16853,ถ้าต้องการใช้เลขที่เดิมให้ลบและทำจ่ายใหม่
16854,ถ้าต้องการใช้โปรแกรมเครื่อง 2 ผ่าน LAN จะมีค่าใช้จ่ายเพิ่มเติม
16855,ถ้าต้องการใส่หนี้ค้างบางส่วนเพิ่มเข้าไปจากที่มีอยู่แล้ว สามารถคีย์ใบแจ้งหนี้เพิ่มในบันทึกใบแจ้งหนี้ได้
16856,ถ้าต้องการให้ Softbiz ย้ายโปรแกรมให้ ให้ส่งหนังสือแจ้งโดยให้ผจก.เซ็นต์
16857,ถ้าต้องการให้เข้าไปดู User ให้ส่งหนังสือแจ้ง Softbiz ไม่สามารถเข้าไปดูรหัสโดยพลการได้
16858,ถ้าต้องการให้โชว์ชื่อที่พิมพ์ใน F7 หน้าใบเสร็จให้เอาเครื่องหมายถูกที่ใบเสร็จรับเงินตรงพิมพ์ชื่ออื่นสำหรับออก
16859,ถ้าต้องการให้โชว์หนี้ค้างชำระในใบแจ้งหนี้ด้วย จำเป็นต้องเคลียร์หนี้ค้างในระบบให้ถูกต้องก่อน
16860,ถ้าต้องการให้ทุกรายการอยู่ในใบแจ้งหนี้เดียวกันให้บันทึกทุกรายการในปี เดือน งวด เดียวกัน
16861,ถ้าต้องการให้วันที่ีโอนขึ้นให้ดูรายงานใบเสร็จฯ ฟอร์ม 2
16862,ถ้าต้องการกำหนดสิทธิ์ User ให้ส่งหนังสือแจ้ง โดยให้กรรมการฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16863,ถ้าต้องการคีย์ใบเตรียมจ่ายล่วงหน้าโดยเลขที่อ้างอิงกับปี เดือน ต้องเปลี่ยนเลขที่เอง
16864,ถ้าต้องการคีย์คนละเดือนให้คีย์แยกใบ (ลูกค้าแจ้งว่าลูกบ้านจ่ายล่วงหน้าและต้องการใบแจ้งหนี้ล่วงหน้าด้วย)
16865,ถ้าต้องการจ่ายล่วงหน้าค่าน้ำ แนะนำให้เช็คว่าลูกบ้านใช้น้ำต่อเดือนไม่เกินเท่าไหร่
16866,ถ้าต้องการดู User ที่มีในระบบ ให้ส่งหนังสือแจ้ง โดยให้กรรมการฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16867,ถ้าต้องการดูการรับเงินแบบแยกประเภทโดยมีเลขที่ใบเสร็จ วันที่ใบเสร็จด้วยสามารถใช้รายงานรายรับแยกประเภทได้
16868,ถ้าต้องการดูข้อมูลเก่าควบคู่กับข้อมูลใหม่แนะนำว่าควรเพิ่มทะเบียนอีก 1 ทะเบียนเพื่อซึ่งจะมีค่าใช้จ่าย
16869,ถ้าต้องการดูรหัส User ให้ส่งหนังสือแจ้ง โดยให้กรรมการฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16870,ถ้าต้องการตั้งUser ระดับ 3 เพื่อแก้ไขใบเสร็จให้ส่งหนังสือแจ้ง โดยให้กรรมการนิติฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
16871,ถ้าต้องการตั้งUser ระดับ 3 ให้ส่งหนังสือแจ้ง โดยให้กรรมการนิติฯ เซ็นต์ และแนบสำเนารายชื่อแต่งตั้งกรรมการฯ
