question_id,question
19268,สอบถามปัญหาเรื่องยอดเงินเพิ่ม(เรื่องลูกหนี้เงินเพิ่มที่ฝากไว้วันก่อน ลูกหนี้ใน CM-GL ไม่เท่ากันเค้าฝากเรื่องให้เช็คตั้งแต่วันที่ 7 แล้วยังไม่ได้แจ้งเค้ากลับ))
19269,ลูกค้าขอใบเสนอราคา MA-UP ค่ะ Email : quinnratchada17@gmail.com
19270,เปลี่ยนฮาร์ดดิสมาใหม่จะให้อัพเดทข้อมูลให้
19271,เลขที่ใบเสร็จไม่รันเลขที่ต่อไป --||--
19272,โปรแกรมเครื่องลูกหายไปจากหน้าจอ --||--
19273,สอบถามปัญหาเรื่องฟร้อน
19274,ออกใบแจ้งหนี้ งวด/เดือน มันขึ้นซ้ำกัน
19275,ค่าส่วนกลางไม่ยกมา --||--
19276,ส่งหนังสือย้ายโปรแกรม ส่งต่อให้ทุกคนแล้ว
19277,เลขที่ใบเสร็จหาย 1 ใบ --||--
19278,ปริ้นใบแจ้งหนี้แล้วชื่อสมาชิกลูกบ้านไม่ออกมาด้วย --||--
19279,ลูกค้าต้องการให้ Import ข้อมูลให้
19280,ต้องการลดหนี้รายการที่ลูกค้าไม่ต้องชำระแล้ว
19281,ออกใบเสร็จ 2 ใบตัดใบแจ้งหนี้ 08/2023 ทำให้ตัดเกิน --||--
19282,*** โทรกลับ บ.ด่านปฐมพัฒน์ 2010 (วนิศาวิลล์) ติดต่อ คุณเอ 089-8085665 (ลูกค้าติดปัญหาการใช้งาน) --||--
19283,ลบใบเสร็จออกไป 1 ใบ และออกใบเสร็จใบใหม่ต่อไปแล้ว ต้องการดึงใบเสร็จที่ลบไปกลับมา --||--
19284,มียอดค้างชำระอยู่แต่ไม่ขึ้นให้ตัด ซึ่งลูกบ้านไม่ต้องชำระยอดนี้แล้ว --||--
19285,สอบถามปัญหาการดึงข้อมูล
19286,จะยกเลิกค่าส่วนลดในใบแจ้งหนี้
19287,*** เอฟ (เอชทู สตีล) - ส่งเมล์แจ้ง เข้าาระบบไม่ได้ขึ้นไฟล์เสีย ส่งต่อให้ทุกคนแล้ว --||--
19288,ลืมรหัสผ่านเข้าใช้งาน --||--
19289,*** ติดต่อกลับ อัสสกาญจน์ซิตี้ เวล่า รามคำแหง ติดต่อ คุณกระต่าย 091-7283037 (ลูกค้าต้องการให้ Import ข้อมูล)
19290,สอบถามปัญหาเกี่ยวกับใบลดหนี้ --||--
19291,ลูกค้าสอบถามเรื่องการลงโปรโแกรมที่เครื่องใหม่(เนื่องจากเครื่องเก่าเสีย) --||--
19292,เรียกดูรายงานทะเบียนเจ้าของร่วม เป็น Excel ไม่ได้
19293,สอบถามการออกใบแจ้งหนี้ค่าเบี้ยประกันภัย --||--
19294,ลูกค้าขอใบเสนอราคา MA ค่ะ Email : metroskyratchada@gmail.com
19295,สอบถามเรื่องการย้ายเครื่อง มีค่าใช้จ่ายหรือป่าวค่ะ
19296,ลูกค้าสอบถามเรื่องการย้ายโปรแกรมไปที่โน๊ตบุ๊คเครื่องใหม่
19297,คุยเรียบร้อย (ลูกค้าย้ายโปรแกรมมาแล้ว ส่งคิวให้ดึง Shortcut และ Set Printer ได้เลยคะ)
19298,***IRM (เมโทรจอมเทียน) - ส่งเมล์แจ้ง ระบบไม่ให้คีย์ ค่ะ เกิดจากอะไรคะ ส่งต่อให้ทุกคนแล้ว
19299,***มาร์ค สุขุมวิท - ส่งหนังสือ ขอเพิ่มผู้ใช้งานระดับ 3 ส่งต่อให้ทุกคนแล้ว
19300,แก้ไขข้อมูลในระบบ CM --||--
19301,เลขที่/รหัสใบเสร็จไม่รัน
19302,- ธัญญะคอนโดทาวน์ - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว//ธัญญะคอนโดทาวน์ - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว **** ธัญญะคอนโดทาวน์ - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว*** ธัญญะคอนโดทาวน์ - ส่ง Format Excel มาให้ Im
19303,***IRM (เนเบอร์โฮม) - ส่งเมล์แจ้ง ระบบไม่ให้คีย์ ค่ะ เกิดจากอะไรคะ ส่งต่อให้ทุกคนแล้ว --||--
19304,ใส่/เพิ่มเลขที่ประจำตัวผู้เสียภาษีของบริษัท ในฟอร์มใบเสร็จ --||--
19305,ยอด GL ไม่ตรง
19306,ปริ้นท์รายงานแล้วยอดไม่ตรง
19307,ส่งหนังสือ ขอทราบรหัสผู้ใช้งานระดับ 3 (NUM) เนื่องจากจำรหัสผ่านไม่ได้ (ส่งมาทางไลน์) --||--
19308,*** IRM-Extra (เอชทูโอ เขาใหญ่ อาคารวันและาคารทู) - ส่งเมล์แจ้ง เติมสิทธิ์การใช้งาน GL ส่งต่อให้ทุกคนแล้ว
19309,เลขที่ใบเสร็จซ้ำกัน 2 ใบ --||--
19310,Re-indexไม่ได้ เข้าเมณูบันทึกใบเสร็จ-ใบแจ้งหนี้ไม่ได้
19311,หน้าจอค้าง --||--
19312,สำรองข้อมูลที่ไดร์ D: ไม่ได้
19313,*** IRM (โนเบิ้ลเฮ้า) - ส่งเมล์แจ้งให้ติดตั้งสิทธิ์ ส่งต่อใหุ้ทกคนแล้ว
19314,หน้าจอค้างยังไม่หาย --||--
19315,โปรแกรมขึ้นว่าให้ออกจากเครื่องอื่น --||--
19316,*** บ.ชัยณรงค์เซนเตอร์ - ส่งหนังสือให้ลงโปรแรกมใหม่ ส่งต่อให้ทุกคนแล้ว
19317,1.แก้ไขรหัสทะเบียนรายรับ 2. ออกใบเสร็จแล้ว แต่หนี้ในระบบไม่ตัด
19318,สอบถามการใช้นาน
19319,ห้อง 81/124 ใบแจ้งหนี้ค่าส่วนกลางไม่ครบ --||--
19320,สอบถามปัญหาใบลดหนี้หายไป 1 ใบ
19321,สอบถามการBack-Up-ข้อมูล --||--
19322,ลบเลขที่ใบแจ้งหนี้
19323,ลูกค้าต้องการให้ Back-Up-ข้อมูล ที่แม่ ไปที่เครื่องลูกก่อน --||--
19324,*** ดุลิยาเพลส - ส่งหนังสือมาให้ลงโปรแรกมใหม่ ส่งต่อให้ทุกคนแล้ว
19325,*** Remote Update Program (วันที่ 15/11/66) ณ วราเรสซิเดนซ์ ติดต่อ คุณนี 086-8947806 (ลูกค้าฝากเช็ค ให้แล้ว วันที่ 10/11/66 จำนวน 3 650.40 บาท) --||--
19326,*** บ้านมนชเล - ส่งเมล์ย้ายโปรแกรมมาให้และจะส่งหนังสือให้ทีหลัง ส่งต่อให้ทุกคนแล้ว (Email วันที่ 15/11/2566))
19327,ส่งหนังสือย้ายโปรแกรม ส่งต่อให้ทุกคนแล้ว(Email วันที่ 11/11/2566))
19328,Savills ติดตั้งสิทธิ์ CM CLP ชิดลม เพลส หมดวันที่ 31/10/2023 ติดตั้งถึง 14/12/2023 >OK Email : Service โดย kwan
19329,ลูกค้าแจ้งว่าเตรียมข้อมูลให้เรียบร้อยแล้ว จะให้ลงข้อมูลให้
19330,*** Remote Update Program (วันที่ 15/11/2566) ให้ พลัส คอนโดมิเนียม หาดใหญ่ 1 ติดต่อ นิติ 063-368-2085 (ลูกค้าฝากเช็คให้แล้ว วันที่ 15/11/2566 จำนวน 5 350 บาท)
19331,สอบถามการปรับตัวหนังสือในโปรแกรมให้ใหญ่ขึ้น --||--
19332,สอบถามการตั้งค่าหน้ากระดาษใบเสร็จ-ใบแจ้งหนี้
19333,ออกใบเสร็จแล้วใส่เดือนผิด
19334,เปิดเข้าโปรแกรมไม่ได้ Re-indexไม่ได้
19335,จะปริ้นท์ใบเสร็จแต่กดหาเครื่องปริ้นท์ไม่เจอ
19336,*** Remote Update Program วันที่ 16/11/2566 ให้ บ.วี. พร็อพเพอร์ตี้เมเนจเม้นท์ (วี เพลส) ติดต่อ คุณตุ๊ก 081-880-1687 (ลูกค้าโอนเงินให้แล้ว) วันที่ 30/10/2566 จำนวน 3 642.40 บาท)
19337,*** IRM - ส่งเมล์แจ้ง รายงานเป็นภาษาต่างด้าว ส่งต่อให้ทุกคนแล้ว
19338,*** IRM (พาร์คแลนด์ และ เดอะซี๊ดมูซี่) - ส่งเมล์ ติดตั้งสิทธิ์ GL ส่งต่อให้ทุกคนแล้ว
19339,*** บ.ลีฟ อัลติเมท แวลูส์ (ไอวี่ ปิ่นเกล้า) - ส่งหนังสือให้เพิ่มรหัส ระดับ 3 ส่งต่อให้ทุกคนแล้ว(Email วันที่ 13/11/2566) ***ส่งคิวพฤหัสบ่าย
19340,เรียกดูงบทดลองไม่ได้ ของหน่วยงาน (ทรีคอนโดลาดพร้าว 27) --||--
19341,ลูกค้าเอาเครื่องเดิม ไปลงวินโดว์มาใหม่เรียบร้อยแล้วค่ะ --||--
19342,สอบถามเรื่องช่องจำนวนเงิน --||--
19343,สอบถามการเรียกดูลูกหนี้ในระบบ
19344,ลูกค้าสนใจโปรแกรมสอบถามรายละเอียดและราคาโปรแกรม (เป็นบริษัทบริหารจะไปติดตั้งที่หมู่บ้านค่ะ)
19345,*** บ้านเอื้ออาทรบางบัวทอง 2 - ส่งหนังสือย้ายโปรแกรมมาทางเมล์ ส่งต่อให้ทุกคนแล้ว --||--
19346,เพิ่มบรรทัด/ข้อความในฟอร์มใบเสร็จ-ใบแจ้งหนี้ --||--
19347,*** อนันดา บีช ไลฟ์ - ส่งหนังสือให้ลบข้อมูล GL ติดต่อ คุณก้อย 099-7205351 ส่งต่อให้ทุกคนแล้ว
19348,Program AP Error ของหน่วยงาน (เบลกราเวีย เรสสิเดนซ์ (Belgravia Residenc) )
19349,เข้าไปลบเลขห้อง 1 ห้องออกจากทะเบียนเลขห้องต้องการดึงกลับมา --||--
19350,เปลี่ยนปี ค.ศ. กับ พ.ศ. ในระบบ
19351,สอบถามการลบข้อมูลในระบบ --||--
19352,สอบถามการเปลี่ยนรหัสในใบแจ้งหนี้
19353,*** ตอน 13.30 น. Remote ลงโปรแกรม CM+สอน ให้ แกรนด์ ฟลอริด้า บีช ฟร้อน คอนโด รีสอร์ท พัทยา ติดต่อ นิติ 095-9903141 (ลูกค้าโอนเงินให้แล้ว วันที่ 16/11/66 จำนวน 31 030 บาท)
19354,ใส่/เพิ่มเลขที่ประจำตัวผู้เสียภาษีของบริษัท ในฟอร์มใบเสร็จ (สำเนา)
19355,เพิ่ม Email:(โรงเรียน) ในฟอร์มใบเสร็จ- ใบแจ้งหนี้ --||--
19356,เซทแบบฟอร์มใบเสร็จ-ใบแจ้งหนี้ และ แบบฟอร์มอื่น ๆ --||--
19357,เปิดเข้าโปรแกรมได้ตามปกติ แต่ฐานข้อมูลหายไป (ก่อนหน้านี้เครื่องคอมพิวเตอร์พังเลยเอาไปซ่อมมาค่ะ))
19358,ลูกค้าขอใบเสนอราคา MA-UP ให้ส่งไปที่ LINE: เบอร์โทร 0899276611 และ Email: viewtalay1@hotmail.com
19359,ส่งคิวแก้ปัญหาและ Update Program วันที่ 17/11/2566) ได้เลยคะ (ลูกค้าโอนเงินมาแล้ว วั้นที่ 17/11/66 จำนวน 6 955 บาท)
19360,แกไขชื่อนิติฯบนหัวบิลใบเสร็จ ของหน่วยงาน (ซันเพลย์ บางเสร่ (Sunplay) (SPB)) --||--
19361,แก้ไข/ติกส์เลือกประเภทตัดชำระไม่ได้ --||--
19362,ลูกค้าต้องการนัดให้เข้าไปอบรมสอนการใช้งานที่นิติฯค่ะ
19363,สอบถามการใช้งานระบบ CM --||--
19364,ปริ้นท์ใบแจ้งหนี้แล้วชื่อไม่ขึ้น --||--
19365,ออกใบแจ้งหนี้ไปแล้ว แต่ไม่ได้คิดค่าเงินเพิ่ม --||--
19366,คีย์ใบแจ้งหนี้เดือน 11 เพิ่ม 1 ห้อง แต่มีรายการค้างชำระยกมาโชว์มาด้วย ซึ่งมีใบแจ้งหนี้เดือน 11/2023 งวด 1 อยู่ก่อนแล้ว --||--
19367,สอบถามปัญหาเรื่องใบแจ้งค่าใช้จ่าย --||--
19368,สอบถามการลงโปรแกรมใหม่ เพราะเปลี่ยนคอมใหม่ --||--
19369,ออกใบเสร็จของห้อง C แต่รายการในใบเสร็จเป็นของห้อง A --||--
19370,สอบถามการบันทึกข้อมูลใส่แฟลชไดร์
19371,รายงานใบนำส่งฯ ไม่ใช่แบบที่ใช้อยู่ --||--
19372,หน่วยงาน ( พลัม คอนโด มิกซ์ แจ้งวัฒนะ ( Plum Condo Mix แจ้งวัฒนะ )) เปิดรายงานไม่ได้ --||--
19373,*** ไอดีโอ มิกซ์ พหลโยธิน - ส่งเมล์ แจ้งปัญหาขัดข้องใช้งานโปรแกมไม่ได้ ส่งต่อให้ทุกคนแล้ว --||--
19374,ออกใบเสร็จแล้วขึ้น Program expire
19375,ตั้งค่าหน้ากระดาษใบแจ้งหนี้ให้เป็น A5 --||--
19376,*** Remote Update Program+แก้ปัญหา วันที่ 20/11/2566 ให้ ดิ อาร์ท เรสซิเด้นซ์ ติดต่อ คุณโรม 097-174-1237 (ลูกค้าฝากเช็คให้แล้ว วันที่ 9/11/2566 จำนวน 4 056 บาท)
19377,แก้ไขแบบยื่นภาษี หัก ณ ที่จ่าย ของหน่วยงาน (เวียร์ 7 )
19378,ยอดหนี้ค้างในระบบไม่ตัด
19379,ลูกค้าขอใบเสนอราคา MA-UP ค่ะ Email : tiwapatanapatt@gmail.com
19380,*** PMC - ส่ง Format Excel มาให้ตรวจสอบก่อนลงโปรแกรม หน่วยงาน คาซ่า พรีเมี่ยม พระราม 2 ส่งต่อให้ทุกคนแล้ว
19381,แก้ไขมิเตอร์น้ำเก่าที่ผิดไม่ได้ --||--
19382,ดึงงบทดลองเป็น Excel ไม่ได้
19383,*** Remote Update Program วันที่ 20/11/2566 ให้ สมาคมชาวหมู่บ้านเศษฐสิริ รามอินทรา ติดต่อ นิติ 082-508-2488 (ลูกค้าโอนเงินให้แล้ว )วันที่ 19/11/2566 จำนวน 3 755.70 บาท )
19384,Noble Revolve รัชดา (NRR) (LICENCE08/2567) 02-033-1811 แจ้งติดต่อฝ่ายการเงิน เข้าใบเสร็จแล้วขึ้นทำงานผิดพลาด --||--
19385,ตั้งค้าหน้ากระดาษ และแก้ไขข้อความในใบแจ้งหนี้ --||--
19386,จะยกเลิกใบเสร็จ เนื่องจากออกใบเสร็จผิด
19387,*** SMC (ริธึ่ม รัชดา)- ส่งหนังสือให้ย้ายโปรแรกม ในวันจันทร์ที่ 20/11/2566 เวลา 13.00 น. ส่งต่อให้ทุกคนล้ว (Email มา วันที่ 17/11/2566))
19388,สอบถามการเพิ่มรายละเอียดในใบแจ้งหนี้
19389,สร้างใบแจ้งหนี้ผิด
19390,สอบถามปัญหาโปรแกรม ของหน่วยงาน (วัฒนา สวีท )
19391,สอบถามการเปลี่ยนวันที่ใบเสร็จ --||--
19392,ปรับฟร้อน
19393,สอบถามวิธีการเช็คยอดหนี้ในระบบ --||--
19394,Reindex แล้วไฟล์เสีย --||--
19395,*** โทรกลับ ไอ-เฮ้าส์ ลากูน่าการ์เด้น 2 ติดต่อ คุณจอย 082-7092604 (เครื่องลูกไม่สามารถใช้งานได้)
19396,คุยเรียบร้อย (ลูกค้าต้องการให้คืนข้อมูลที่สำรองไว้ในเครื่อง ส่งคิว อังคารเช้า)
19397,ลูกค้าส่งหนังสือมาขอติดตั้งโปรแกรมใหม่ มาทางไลน์(วันที่ 20/11/2566) -ขอนัดวันอังคารนะคะช่วง 10.00 น. นะคะ พอดีวันจันทร์ธุรการหยุดค่ะ
19398,ภาษาในโปรแกรมไม่เป็นภาษาไทย (เป็นบางชีต)
19399,*** วิลล์คอน - ส่งหนังสือแจ้งให้ลงโปรแกรมใหม่ หน่วยงาน มายเพลส ส่งต่อให้ทุกคนแล้ว
19400,Savills ติดตั้งสิทธิ์ GL SST สุขสาธร หมดวันที่ 14/11/2023 ติดตั้งถึงวันที่ 20/12/2023 >OK : Service โดย kwan
19401,1 สอบถามปัญหาใบลดหนี้ 2. เลือกติกส์ประเภทตัดช้ำระไม่ได้
19402,โลโก้ไม่ขึ้นในใบแจ้งหนี้
19403,แก้ไขข้อมูล/ข้อความในใบแจ้งหนี้
19404,แก้ไขชื่อ/ที่อยู่ของลูกค้า --||--
19405,สอบถามการทำใบแจ้งหนี้ แบบแยกรหัสลูกหนี้
19406,เจริญกรุงคอนโดมีเนียม 1 ติดต่อ คุณนิตยา 089-1663381 (จะส่งตัวอย่างยอดลูกหนี้ค้างชำระมาให้ดูก่อนค่ะ ว่าทำถูกต้องหรือไม่ แต่ยังไม่ครบนะคะ เผื่อผิดจะได้แก้ไขค่ะ) - ส่งมาทางไลน์
19407,พอดีปริ้นออกมาแล้วมันไม่ตรงบันทัดค่ะ รบกวนแก้ให้หน่อยนะคะ -ส่งมาทางไลน์(วันที่ 21/11/2566) --||--
19408,ลูกค้าเอาเครื่องไปซ่อมมาจะให้ดูโปรแกรมให้
19409,แก้ไข/เปลี่ยนภาษาในระบบ
19410,สอบถามเรื่องคีย์ข้อมูล
19411,*** เอฟ (เอชทู สตีล เอชทูโตน) - ส่งเมล์แจ้ง ระบบ GL ไม่สามารถเรียกไฟล์บัญชีแยกประเภท F9(แฟ้ม) ได้ ส่งต่อให้ทุกคนแล้ว
19412,ชื่อเป็นแบบนี้ค่ะ รบกวนตรวจสอบให้อีกรอบนะคะ-ส่งมาทางไลน์(วันที่ 21/11/2566) --||--
19413,ออกใบลดหนี้แล้วยอดโชว์ไม่ครบ --||--
19414,สอบถามปัญหาระบบ GL ของหน่วยงาน (พลัมคอนโด รังสิต อไลฟ์ 2 ( Plum Condo รังสิต Alive 2 ) )
19415,ลูกค้าขอใบเสนอราคา MA-UP ให้ส่งไปที่อีเมล์ thetrendy.jp@gmail.com ค่ะ
19416,1.เปลี่ยนผู้ใช้งาน 2. ปิดเสียงในระบบ
19417,ต้องการกำหนดสิทธิ์ User ที่ไซท์ --||--
19418,ปริ้นท์งบทดลองแล้วตัวหนังสือทับกัน
19419,ยอดในระบบไม่ตรง
19420,Savills ติดตั้งสิทธิ์ GL FVT Fair View (แฟร์วิว ทาวเวอร์) (MA Savills) หมดวันที่ 15/08/2024 ติดตั้งถึงวันที่ 15/08/2024 >OK : Service โดย kwan
19421,ยอดลูกหนี้ในระบบไม่ตรงกัน
19422,ลูกค้าขอใบเสนอราคา MA-UP (สนใจจะต่อ 2 ปีไปเลยค่ะ))ให้ส่งอีเมล์ officenitilalin@gmail.com
19423,ยอดเงินในรายงานสรุปการรับเงินรายวันกับรายงานสรุปรายรับแยกประเภทไม่เท่ากัน --||--
19424,สอบถามปัญหาการดึงรายงาน
19425,1.สอบถามเรื่องอัตราส่วนกรรมสิทธิ์ 2.ข้อความในหนังสือเตือนโชว์ออกมาไม่ครบ
19426,Savills ติดตั้งสิทธิ์ GL MNS มิวนีค สุขุมวิท 23 (Muniq) (นิติฯ ซื้อเอง) หมดวันที่ 27/09/2021 ติดตั้งถึงวันที่ 15/08/2024 (MA Savills) >OK Email : Service โดย kwan
19427,สอบถามเรื่องการกำหนดสิทธิ์ผู้ใช้งาน
19428,ข้อมูลที่ Back-Upใว้ หายไป
19429,F8 เพื่อคำนวณเงินทอนหน้าใบเสร็จแล้ว Error > กด ESC หรือ OK แล้วกรอบให้ใส่จำนวนเงินขึ้นไม่ครบ --||--
19430,เปลี่ยนการตั้งค่าหน้ากระดาษใบเสร็จ A5 เป็น A4 --||--
19431,*** Remote Update Program วันที่ 23/11/2566 ให้ บ.พี.เอ.เอ็น เรียลเอสเตท แมนเนจเม้นท์ (แฮปปี้ คอนโดฯ รัชดา 18 ABCD) ติดต่อ คุณสุรวิทย์ 099-262-1999 (ลูกค้าโอนเงิน) วันที่ 22/11/2566 จำนวน 3 755.70 บาท)
19432,เปลี่ยนเลทราคาค่าน้ำปะปา
19433,ต้องการลบใบแจ้งหนี้ ออกใบแจ้งหนี้ผิด
19434,ขยับแบบฟอร์มใบเสร็จ --||--
19435,Savills ติดตั้งสิทธิ์ GL BPS บ้านปิยะสาทร หมดวันที่ 31/10/2023 ติดตั้งถึงวันที่ 22/12/2023 >OK Email : Service โดย kwan
19436,ปริ้นใบแจ้งหนี้ไม่ได้ Error
19437,เครื่องลูกใช้โปรแกรมอยู่บางครั้ง Error reading to file หรือเปิดโปรแกรมช้า --||--
19438,ออกใบเสร็จผิด จะกลับเข้าไปแก้ไขไม่ได้
19439,คีย์ข้อมูลผิดพลาด จะให้แก้ไขให้
19440,เรียกดูรายงานไม่ได้ Error --||--
19441,สอบถามปัญหาแบบยื่นภาษี หัก ณ ที่จ่าย ของหน่วยงาน (เวียร์ 7 )
19442,ปริ้นเซ็คไม่ตรงฟอร์ม
19443,สอบถามเรื่องลูกหนี้ค้างชำระ --||--
19444,สอบถามปัญหาตอนประมวลผล
19445,*** Remote เพิ่มรหัส ระดับ 3 ให้ สาริน ซิตี้ (เฉลียงจันทร์) ติดต่อ นิติ 081-9075514 -ส่งหนังสือมาทางไลน์ วันที่ 24/11/2566
19446,ปรับเลทค่าน้ำปะปา
19447,*** Remote Update Program วันที่ 24/11/2566 ให้ บ.พี.เอ.เอ็น เรียลเอสเตท แมนเนจเม้นท์ (แฮปปี้ คอนโดฯ รัชดา 18 ABCD) ติดต่อ คุณสุรวิทย์ 099-262-1999 (ลูกค้าโอนเงิน) วันที่ 22/11/2566 จำนวน 3 755.70 บาท)
19448,*** เดอะ รีเจ้นท์ คอนโดมิเนียม - ส่งหนังสือให้เพิ่ม รหัสระดับ 3 ส่งต่อให้ทุกคนแล้ว
19449,เปลี่ยนบัญชี/ธนาคาร ในใบแจ้งหนี้
19450,ลูกค้าขอใบเสนอราคา MA ที่ลด 10% ค่ะ ให้ส่งอีเมลเดิม julee_999@msn.com
19451,ปริ้นท์อัตโนมัติไม่ได้ ปริ้นท์ไม่ตรงฟอร์ม
19452,รายงานสรุปลูกหนี้ค้างชำระแยกประเภท เดือน 11/2023 ช่องยอดแจ้งหนี้ขึ้นผิด --||--
19453,ลูกค้าขอใบเสนอราคา MA-UP และขอใบเสนอราคา MA (เก่า) เลขที่ QM6605-035**//**27 มีนาคม 2566 ด้วยค่ะ ให้ส่ง Line ID: teeb168 ชื่อ KK 987
19454,ลูกค้าเอาเครื่องไปลงวินโดว์มาใหม่ (ภาษาในโปรแกรมไม่เป็นภาษาไทย)
19455,*** Remote ลงโปรแกรม HJ+Import+เพิ่มรหัส ระดับ 3 ให้ ม.คาซ่า พรีเมี่ยม พระราม 2 หน่วยงานของ PMC (ใช้สิทธิ์โอนสิทธิ์ จะส่ง Pay-In ให้ตอน 17.00 น. )ส่งเมล์ต่อให้ทุกคนแล้ว ** (ลูกค้าโอนเงินมาให้แล้ว) วันที่ 24/11/2566 ยอด 4 680 บาท )***ออกใบเสร็จวันที่ 24/11/2566 //เลขที่ 66/1430
19456,ลูกค้าขอใบเสนอราคา MA ที่ลด 10% ค่ะ ให้ส่งอีเมลเดิม romklao_99@hotmail.com
19457,ตัดบัญชีเงินฝากส่วนตัวไม่ได้
19458,สอบถามปัญหาตอนปริ้นใบเสร็จเลขที่ใบเสร็จซ้ำกัน --||--
19459,สอบถามปัญหาเรื่อใบแจ้งหนี้ --||--
19460,*** Remote Update Program+ติดตั้งสิทธิ์ ให้ เดอะบีช พาเลซ ติดต่อ คุณปลา 099-2792992 (ลูกฝากเช็คให้แล้ว วันที่ 27/10/66 จำนวน 5 200 บาท) ***ลูกค้าโทรมาแจ้วว่าโปรแกรมหมดอายุ
19461,แก้ไขแบบฟอร์ม --||--
19462,ห้อง A199 ออกใบเสร็จตัดเดือน 11/2023 แล้ว แต่ยังโชว์ยอดค้างอยู่ --||--
19463,สอบถามการเรียกดูลูกหนี้ค้างชำระ
19464,ลูกค้าสอบถามเบี้ยปรับเพิ่มเติม ส่งคิวเสาร์เช้า --||--
19465,สอบถามปัญหาเรื่องการตั้งค่าปรับเงินเพิ่ม
19466,1. เปลี่ยนลายเซ็นผู้มีอำนาจลงนามในระบบ 2. กด Ctrl+F2ใบลดหนี้ไม่ได้ --||--
19467,ปริ้นใบแจ้งหนี้/เอกสารไม่ตรง --||--
19468,สอบถามการใช้งาน **ส่งคิวให้ได้เลยคะ (ลูกค้าฝากเช็คให้แล้ว) วันที่ 1/11/2566 จำนวน 3 650.40 บาท) ลูกค้าไม่ได้ส่ง pay-in ให้ตอนแรก
19469,แก้ไขรหัสใบเสร็จ
19470,สั่งปริ้นท์ไม่ได้
19471,สอบถามการเพิ่มรหัสในใบแจ้งหนี้
19472,ระบบบไม่ตัดยอดค้างชำระ
19473,สอบถามการดึงข้อมูลที่ลบไปแล้ว --||--
19474,บันทึกค่าน้ำไม่ได้ (หลังจากที่ย้ายโปรแกรมมาที่เครื่องใหม่)
19475,ไอดีโอมิกซ์ พหลโยธิน - ส่งเมล์คำถามมาให้ รีโมทไปเช็ค และตอบคำถามมาในไลน์ แล้วจะส่งให้ลูกค้าทางเมล์ให้อีกคร้่งคะ
19476,เลิศมงคลทองคอนโด 2 - สอบถามเรื่องการใส่ข้อมูลมิเตอร์ไฟฟ้า ส่งต่อให้ทุกคนแล้ว
19477,*** เมโทรลักซ์ เกษตร - ส่งหนังสือมาให้เพิ่มรหัส ระดับ 3 ส่งต่อให้ทุกคนแล้ว
19478,*** IRM-Extra (ปารีส ไฮอเวย์) - ส่งเมล์แจ้ง เข้าโปรแกรม Softbiz ไม่ได้ ส่งต่อให้ทุกคนแล้ว
19479,*** Remote Update Program วันที่ 27/11/2566 ให้ พราวคอนโดมิเนียม ติดต่อ คุณบี 095-710-5479 (ลูกค้าฝากเช็คให้แล้ว วันที่ 24/11/2566 จำนวน 6 760 บาท)
19480,ปรับฟอร์มใบลดหนี้
19481,ลูกค้ายังไม่ได้ใบเสนอราคา MA ค่ะ ให้ส่งทาง Line : เบอร์โทร 0988692685
19482,*** IRM-Extra - ส่งเมล์แจ้ง รบกวนรีโมท เพื่อตั้งเค่าแบบฟอร์มฟอร์มกระดาษ ค่ะ เนื่องจากปริ้นแล้วไม่ตรงฟอร์ม ส่งต่อให้ทุกคนแล้ว --||--
19483,ข้อความตรงช่องหมายเหตุ ท้ายใบเสร็จไม่ขึ้น --||--
19484,สอบถามเรื่องที่ออกใบเสร็จไม่ได้ --||--
19485,*** IRM-Extra - ส่งเมล์แจ้ง รบกวนติดต่อกลับ โทรติดต่อ คุณไอซ์ 093-3463462 เนื่องจากลงไดร์ฟเวอร์ เครื่องปริ้นแล้วค่ะ ส่งต่อให้ทุกคนแล้วคะ
19486,เปิดเข้าบันทึกใบเสจ็จไม่ได้ ข้อมูลไม่ขึ้น --||--
19487,*** ตอน 13.00 น. Remote Update Program วันที่ 27/11/66 ให้ โอเรียลเท็ล บีช รีสอร์ท ติดต่อ คุณมะรุม 092-8306340 (ลูกค้าฝากเช็คให้แล้ว วันที่ 27/11/66 จำนวน 4 056 บาท)
19488,สอบถามเรื่องการเปลี่ยนฮาร์ดดิสใหม่ --||--
19489,ยกเลิกค่าเบี้ยปรับที่ติดลบ
19490,*** โทรกลับ พราว 3 คอนโดมิเนียม ติดต่อนิติ 02-9622116 (สอบถามการคีย์ข้อมูล import หนี้ค้างชำระ ก่อนลงโปรแกรม) --||--
19491,*** คอนโดเลต มิสท์ พระราม 9 - ส่งหนังสือขอรหัสระดับ 3 ส่งต่อให้ทุกคนแล้ว
19492,ออกใบแจ้งหนี้ค่าน้ำแต่เดือนผิด --||--
19493,ตั้งหนี้ไปแล้ว ยอดหนี้ออกมาไม่ครบ
19494,สอบถามปัญหาปริ้นใบแจ้งหนี้
19495,ตั้งค่าการปริ้นใบนำส่งเงินฯ --||--
